Unnamed: 0,Released,Released.1,Title,Genre,Production Method,Creative Type,Production Budget,Domestic Box Office,International Box Office,Worldwide Box Office
98,"Oct 6, 2006",2006,Employee of the Month,Comedy,Live Action,Contemporary Fiction,"$10,000,000","$28,444,855","$9,920,000","$38,364,855"
99,"Jun 16, 2006",2006,Garfield: A Tail of Two Kitties,Adventure,Animation/Live Action,Kids Fiction,"$60,000,000","$28,426,747","$119,558,626","$147,985,373"
100,"Jul 28, 2006",2006,The Ant Bully,Adventure,Digital Animation,Kids Fiction,"$45,000,000","$28,142,535","$21,468,363","$49,610,898"
1,"May 4, 2007",2007,Spider-Man 3,Adventure,Live Action,Super Hero,"$258,000,000","$336,530,303","$558,329,927","$894,860,230"
2,"May 17, 2007",2007,Shrek the Third,Adventure,Digital Animation,Kids Fiction,"$160,000,000","$322,719,944","$484,610,992","$807,330,936"
3,"Jul 2, 2007",2007,Transformers,Action,Animation/Live Action,Science Fiction,"$151,000,000","$319,246,193","$389,026,399","$708,272,592"
4,"May 24, 2007",2007,Pirates of the Caribbean: At World’…,Adventure,Live Action,Historical Fiction,"$300,000,000","$309,420,425","$651,576,067","$960,996,492"
5,"Jul 11, 2007",2007,Harry Potter and the Order of the Pho…,Adventure,Animation/Live Action,Fantasy,"$150,000,000","$292,137,260","$647,482,589","$939,619,849"
6,"Dec 14, 2007",2007,I am Legend,Thriller/Suspense,Live Action,Science Fiction,"$150,000,000","$256,393,010","$329,139,674","$585,532,684"
7,"Aug 3, 2007",2007,The Bourne Ultimatum,Thriller/Suspense,Live Action,Contemporary Fiction,"$130,000,000","$227,471,070","$216,572,326","$444,043,396"
8,"Dec 21, 2007",2007,National Treasure: Book of Secrets,Adventure,Live Action,Contemporary Fiction,$0,"$219,961,501","$237,364,303","$457,325,804"
9,"Dec 14, 2007",2007,Alvin and the Chipmunks,Adventure,Animation/Live Action,Kids Fiction,"$55,000,000","$217,326,974","$145,278,059","$362,605,033"
10,"Mar 9, 2007",2007,300,Action,Animation/Live Action,Historical Fiction,"$60,000,000","$210,614,939","$243,546,996","$454,161,935"
11,"Jun 29, 2007",2007,Ratatouille,Adventure,Digital Animation,Kids Fiction,"$150,000,000","$206,445,654","$420,104,041","$626,549,695"
12,"Jul 27, 2007",2007,The Simpsons Movie,Adventure,Digital Animation,Contemporary Fiction,"$72,500,000","$183,135,014","$343,936,008","$527,071,022"
13,"Mar 2, 2007",2007,Wild Hogs,Comedy,Live Action,Contemporary Fiction,"$60,000,000","$168,213,584","$85,341,799","$253,555,383"
14,"Jun 1, 2007",2007,Knocked Up,Romantic Comedy,Live Action,Contemporary Fiction,"$27,500,000","$148,761,765","$70,504,187","$219,265,952"
15,"Dec 5, 2007",2007,Juno,Comedy,Live Action,Contemporary Fiction,"$7,000,000","$143,495,265","$87,954,837","$231,450,102"
16,"Aug 10, 2007",2007,Rush Hour 3,Action,Live Action,Contemporary Fiction,"$180,000,000","$140,125,968","$116,459,914","$256,585,882"
17,"Jun 27, 2007",2007,Live Free or Die Hard,Action,Live Action,Contemporary Fiction,"$110,000,000","$134,529,403","$247,758,744","$382,288,147"
18,"Jun 15, 2007",2007,Fantastic Four: Rise of the Silver Su…,Action,Live Action,Super Hero,"$120,000,000","$131,921,738","$157,558,953","$289,480,691"
19,"Nov 2, 2007",2007,American Gangster,Drama,Live Action,Dramatization,"$100,000,000","$130,164,645","$137,820,811","$267,985,456"
20,"Nov 21, 2007",2007,Enchanted,Romantic Comedy,Animation/Live Action,Fantasy,"$85,000,000","$127,706,877","$212,677,264","$340,384,141"
21,"Nov 2, 2007",2007,Bee Movie,Adventure,Digital Animation,Kids Fiction,"$150,000,000","$126,631,277","$160,963,300","$287,594,577"
22,"Aug 17, 2007",2007,Superbad,Comedy,Live Action,Contemporary Fiction,"$17,500,000","$121,463,226","$48,491,916","$169,955,142"
23,"Jul 20, 2007",2007,I Now Pronounce You Chuck and Larry,Comedy,Live Action,Contemporary Fiction,"$85,000,000","$119,725,280","$65,983,182","$185,708,462"
24,"Jul 20, 2007",2007,Hairspray,Musical,Live Action,Historical Fiction,"$75,000,000","$118,871,849","$83,951,012","$202,822,861"
25,"Mar 30, 2007",2007,Blades of Glory,Comedy,Live Action,Contemporary Fiction,"$61,000,000","$118,594,548","$27,000,000","$145,594,548"
26,"Jun 8, 2007",2007,Ocean's Thirteen,Adventure,Live Action,Contemporary Fiction,"$85,000,000","$117,144,465","$194,600,000","$311,744,465"
27,"Feb 16, 2007",2007,Ghost Rider,Action,Live Action,Super Hero,"$120,000,000","$115,802,596","$113,742,993","$229,545,589"
28,"Jun 22, 2007",2007,Evan Almighty,Comedy,Live Action,Fantasy,"$175,000,000","$100,289,690","$73,841,639","$174,131,329"
29,"Mar 30, 2007",2007,Meet the Robinsons,Adventure,Digital Animation,Science Fiction,$0,"$97,822,171","$72,730,548","$170,552,719"
30,"Feb 9, 2007",2007,Norbit,Comedy,Live Action,Contemporary Fiction,$0,"$95,673,607","$63,300,000","$158,973,607"
31,"Dec 25, 2007",2007,The Bucket List,Comedy,Live Action,Contemporary Fiction,"$45,000,000","$93,466,502","$81,340,943","$174,807,445"
32,"Sep 28, 2007",2007,The Game Plan,Comedy,Live Action,Contemporary Fiction,"$22,000,000","$90,648,202","$55,942,785","$146,590,987"
33,"Nov 16, 2007",2007,Beowulf,Adventure,Digital Animation,Fantasy,"$150,000,000","$82,280,579","$112,800,000","$195,080,579"
34,"Feb 16, 2007",2007,Bridge to Terabithia,Drama,Live Action,Contemporary Fiction,"$25,000,000","$82,234,139","$55,750,649","$137,984,788"
35,"Apr 13, 2007",2007,Disturbia,Thriller/Suspense,Live Action,Contemporary Fiction,"$20,000,000","$80,818,974","$37,718,653","$118,537,627"
36,"Nov 9, 2007",2007,No Country for Old Men,Action,Live Action,Historical Fiction,"$25,000,000","$74,273,505","$89,762,248","$164,035,753"
37,"Nov 9, 2007",2007,Fred Claus,Comedy,Live Action,Contemporary Fiction,$0,"$72,006,777","$25,830,861","$97,837,638"
38,"Jun 22, 2007",2007,1408,Horror,Live Action,Contemporary Fiction,"$22,500,000","$71,985,628","$59,277,742","$131,263,370"
39,"Dec 7, 2007",2007,The Golden Compass,Adventure,Live Action,Fantasy,"$205,000,000","$70,107,728","$297,154,830","$367,262,558"
40,"Dec 21, 2007",2007,Charlie Wilson’s War,Drama,Live Action,Dramatization,"$75,000,000","$66,661,095","$52,851,676","$119,512,771"
41,"Oct 26, 2007",2007,Saw IV,Horror,Live Action,Contemporary Fiction,"$10,000,000","$63,300,095","$72,459,599","$135,759,694"
42,"Jan 12, 2007",2007,Stomp the Yard,Drama,Live Action,Contemporary Fiction,"$14,000,000","$61,356,221","$14,169,497","$75,525,718"
43,"Jun 8, 2007",2007,Surf’s Up,Adventure,Digital Animation,Kids Fiction,"$100,000,000","$58,867,694","$86,528,051","$145,395,745"
44,"Aug 31, 2007",2007,Halloween,Horror,Live Action,Fantasy,"$15,000,000","$58,269,151","$19,245,250","$77,514,401"
45,"Oct 12, 2007",2007,Why Did I Get Married?,Comedy,Live Action,Contemporary Fiction,"$15,000,000","$55,204,525","$729,653","$55,934,178"
46,"Mar 23, 2007",2007,TMNT,Action,Digital Animation,Science Fiction,"$35,000,000","$54,149,098","$41,946,920","$96,096,018"
47,"Dec 21, 2007",2007,P.S. I Love You,Romantic Comedy,Live Action,Contemporary Fiction,"$30,000,000","$53,695,808","$102,073,870","$155,769,678"
48,"Sep 7, 2007",2007,3:10 to Yuma,Western,Live Action,Historical Fiction,"$48,000,000","$53,606,916","$17,564,909","$71,171,825"
49,"Dec 21, 2007",2007,Sweeney Todd: The Demon Barber of Fle…,Musical,Live Action,Historical Fiction,$0,"$52,898,073","$100,431,771","$153,329,844"
50,"Dec 7, 2007",2007,Atonement,Drama,Live Action,Historical Fiction,"$30,000,000","$50,980,159","$78,799,569","$129,779,728"
51,"Sep 21, 2007",2007,Resident Evil: Extinction,Horror,Live Action,Science Fiction,"$45,000,000","$50,648,679","$99,222,424","$149,871,103"
52,"Feb 14, 2007",2007,Music and Lyrics,Romantic Comedy,Live Action,Contemporary Fiction,"$40,000,000","$50,572,589","$95,624,296","$146,196,885"
53,"Apr 4, 2007",2007,Are We Done Yet?,Comedy,Live Action,Contemporary Fiction,$0,"$49,662,533","$8,725,535","$58,388,068"
54,"Nov 21, 2007",2007,This Christmas,Drama,Live Action,Contemporary Fiction,"$13,000,000","$49,121,934","$611,611","$49,733,545"
55,"Oct 5, 2007",2007,Michael Clayton,Drama,Live Action,Contemporary Fiction,"$21,500,000","$49,033,882","$43,953,769","$92,987,651"
56,"Mar 16, 2007",2007,Premonition,Thriller/Suspense,Live Action,Contemporary Fiction,"$20,000,000","$47,852,604","$36,294,228","$84,146,832"
57,"Oct 26, 2007",2007,Dan in Real Life,Romantic Comedy,Live Action,Contemporary Fiction,$0,"$47,642,963","$18,026,038","$65,669,001"
58,"Sep 28, 2007",2007,The Kingdom,Action,Live Action,Contemporary Fiction,"$72,500,000","$47,467,250","$39,335,207","$86,802,457"
59,"Mar 23, 2007",2007,Shooter,Thriller/Suspense,Live Action,Contemporary Fiction,"$60,000,000","$47,003,582","$48,534,978","$95,538,560"
60,"Jul 3, 2007",2007,License to Wed,Romantic Comedy,Live Action,Contemporary Fiction,"$35,000,000","$43,799,818","$26,387,270","$70,187,088"
61,"Aug 3, 2007",2007,Underdog,Adventure,Animation/Live Action,Fantasy,$0,"$43,760,605","$21,272,723","$65,033,328"
62,"Jul 27, 2007",2007,No Reservations,Romantic Comedy,Live Action,Contemporary Fiction,"$28,000,000","$43,107,979","$48,835,977","$91,943,956"
63,"Feb 2, 2007",2007,Because I Said So,Romantic Comedy,Live Action,Contemporary Fiction,"$39,000,000","$42,674,040","$26,864,793","$69,538,833"
64,"Dec 25, 2007",2007,Aliens vs. Predator - Requiem,Action,Live Action,Science Fiction,"$40,000,000","$41,797,066","$87,087,428","$128,884,494"
65,"Dec 25, 2007",2007,The Water Horse: Legend of the Deep,Adventure,Live Action,Fantasy,"$40,000,000","$40,412,817","$63,016,938","$103,429,755"
66,"Dec 26, 2007",2007,There Will Be Blood,Drama,Live Action,Historical Fiction,"$25,000,000","$40,222,514","$36,986,158","$77,208,672"
67,"Jan 26, 2007",2007,Epic Movie,Comedy,Live Action,Contemporary Fiction,"$20,000,000","$39,739,367","$47,119,211","$86,858,578"
68,"Nov 21, 2007",2007,Hitman,Action,Live Action,Contemporary Fiction,"$24,000,000","$39,687,694","$59,447,877","$99,135,571"
69,"Oct 19, 2007",2007,30 Days of Night,Horror,Live Action,Fantasy,"$30,000,000","$39,568,996","$40,707,160","$80,276,156"
70,"Apr 20, 2007",2007,Fracture,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$39,004,700","$50,200,000","$89,204,700"
71,"Aug 10, 2007",2007,Stardust,Adventure,Live Action,Fantasy,"$70,000,000","$38,634,938","$98,387,307","$137,022,245"
72,"Sep 14, 2007",2007,The Brave One,Thriller/Suspense,Live Action,Contemporary Fiction,"$70,000,000","$36,793,804","$32,998,900","$69,792,704"
73,"Oct 5, 2007",2007,The Heartbreak Kid,Romantic Comedy,Live Action,Contemporary Fiction,$0,"$36,787,257","$90,981,533","$127,768,790"
74,"Jan 5, 2007",2007,Freedom Writers,Drama,Live Action,Dramatization,"$21,000,000","$36,605,602","$7,027,007","$43,632,609"
75,"Jan 26, 2007",2007,Smokin' Aces,Comedy,Live Action,Contemporary Fiction,"$17,000,000","$35,662,731","$21,600,709","$57,263,440"
76,"Feb 2, 2007",2007,The Messengers,Horror,Live Action,Fantasy,"$16,000,000","$35,374,833","$18,400,000","$53,774,833"
77,"Feb 23, 2007",2007,The Number 23,Thriller/Suspense,Live Action,Contemporary Fiction,"$32,000,000","$35,193,167","$42,400,000","$77,593,167"
78,"Sep 21, 2007",2007,Good Luck Chuck,Romantic Comedy,Live Action,Contemporary Fiction,"$25,000,000","$35,017,297","$25,692,671","$60,709,968"
79,"Aug 24, 2007",2007,Mr. Bean’s Holiday,Adventure,Live Action,Contemporary Fiction,"$25,000,000","$33,302,167","$201,679,175","$234,981,342"
80,"Mar 2, 2007",2007,Zodiac,Drama,Live Action,Dramatization,"$85,000,000","$33,080,084","$49,947,854","$83,027,938"
81,"Feb 16, 2007",2007,Breach,Thriller/Suspense,Live Action,Dramatization,$0,"$33,000,880","$1,457,899","$34,458,779"
82,"Aug 29, 2007",2007,Balls of Fury,Comedy,Live Action,Contemporary Fiction,$0,"$32,886,940","$8,893,086","$41,780,026"
83,"Nov 16, 2007",2007,Mr. Magorium's Wonder Emporium,Comedy,Live Action,Fantasy,$0,"$32,061,555","$36,130,088","$68,191,643"
84,"Nov 21, 2007",2007,August Rush,Drama,Live Action,Contemporary Fiction,"$25,000,000","$31,664,162","$32,941,600","$64,605,762"
85,"Feb 14, 2007",2007,Daddy's Little Girls,Romantic Comedy,Live Action,Contemporary Fiction,$0,"$31,366,978","$242,265","$31,609,243"
86,"Dec 25, 2007",2007,The Great Debaters,Drama,Live Action,Dramatization,"$15,000,000","$30,226,144","$35,149","$30,261,293"
87,"May 11, 2007",2007,28 Weeks Later,Horror,Live Action,Science Fiction,"$15,000,000","$28,638,916","$35,593,798","$64,232,714"
88,"Oct 12, 2007",2007,We Own the Night,Action,Live Action,Historical Fiction,"$28,000,000","$28,563,179","$26,744,678","$55,307,857"
89,"Jun 1, 2007",2007,Mr. Brooks,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$28,476,219","$17,512,793","$45,989,012"
90,"Feb 9, 2007",2007,Hannibal Rising,Thriller/Suspense,Live Action,Historical Fiction,"$50,000,000","$27,669,725","$52,913,586","$80,583,311"
91,"Aug 24, 2007",2007,The Nanny Diaries,Comedy,Live Action,Contemporary Fiction,$0,"$25,926,673","$20,064,522","$45,991,195"
92,"Sep 14, 2007",2007,Mr. Woodcock,Comedy,Live Action,Contemporary Fiction,$0,"$25,799,486","$7,235,759","$33,035,245"
93,"Nov 21, 2007",2007,The Mist,Horror,Live Action,Science Fiction,"$13,000,000","$25,593,755","$31,595,653","$57,189,408"
94,"Jun 15, 2007",2007,Nancy Drew,Thriller/Suspense,Live Action,Contemporary Fiction,"$20,000,000","$25,584,685","$5,119,160","$30,703,845"
95,"Apr 5, 2007",2007,The Reaping,Horror,Live Action,Fantasy,"$40,000,000","$25,126,214","$37,100,000","$62,226,214"
96,"Apr 6, 2007",2007,Grindhouse,Multiple Genres,Live Action,Multiple Creative Types,"$53,000,000","$25,031,037","$25,156,752","$50,187,789"
97,"Jun 22, 2007",2007,Sicko,Documentary,Live Action,Factual,"$9,000,000","$24,538,513","$11,997,324","$36,535,837"
98,"Sep 14, 2007",2007,Across the Universe,Musical,Live Action,Historical Fiction,"$45,000,000","$24,343,673","$5,023,470","$29,367,143"
99,"Apr 13, 2007",2007,Perfect Stranger,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$23,760,822","$38,765,566","$62,526,388"
100,"Oct 5, 2007",2007,Sea Monsters: A Prehistoric Adventure,Documentary,Live Action,Factual,$0,"$23,746,066","$26,982,097","$50,728,163"
1,"Jul 18, 2008",2008,The Dark Knight,Action,Live Action,Super Hero,"$185,000,000","$533,720,947","$465,004,537","$998,725,484"
2,"May 2, 2008",2008,Iron Man,Adventure,Live Action,Super Hero,"$186,000,000","$318,604,126","$266,567,421","$585,171,547"
3,"May 22, 2008",2008,Indiana Jones and the Kingdom of the …,Adventure,Live Action,Historical Fiction,"$185,000,000","$317,101,119","$469,534,294","$786,635,413"
4,"Jul 1, 2008",2008,Hancock,Action,Live Action,Super Hero,"$150,000,000","$227,946,274","$396,287,998","$624,234,272"
5,"Jun 27, 2008",2008,WALL-E,Adventure,Digital Animation,Science Fiction,"$180,000,000","$223,808,164","$308,699,861","$532,508,025"
6,"Jun 6, 2008",2008,Kung Fu Panda,Adventure,Digital Animation,Kids Fiction,"$130,000,000","$215,434,591","$416,475,940","$631,910,531"
7,"Nov 21, 2008",2008,Twilight,Drama,Live Action,Fantasy,"$37,000,000","$192,769,854","$209,508,710","$402,278,564"
8,"Nov 7, 2008",2008,Madagascar: Escape 2 Africa,Adventure,Digital Animation,Kids Fiction,"$150,000,000","$180,174,880","$419,505,894","$599,680,774"
9,"Nov 14, 2008",2008,Quantum of Solace,Action,Live Action,Contemporary Fiction,"$230,000,000","$169,368,427","$422,323,651","$591,692,078"
10,"Mar 14, 2008",2008,Horton Hears a Who,Adventure,Digital Animation,Fantasy,"$85,000,000","$154,529,439","$144,948,447","$299,477,886"
11,"May 30, 2008",2008,Sex and the City,Comedy,Live Action,Contemporary Fiction,"$57,500,000","$152,647,258","$262,600,000","$415,247,258"
12,"Dec 12, 2008",2008,Gran Torino,Drama,Live Action,Contemporary Fiction,"$25,000,000","$148,095,302","$126,447,783","$274,543,085"
13,"Jul 18, 2008",2008,Mamma Mia!,Musical,Live Action,Contemporary Fiction,"$52,000,000","$144,130,063","$441,725,109","$585,855,172"
14,"Dec 25, 2008",2008,Marley & Me,Comedy,Live Action,Dramatization,"$60,000,000","$143,153,751","$104,658,260","$247,812,011"
15,"May 16, 2008",2008,The Chronicles of Narnia: Prince Caspian,Adventure,Animation/Live Action,Fantasy,"$225,000,000","$141,621,490","$275,719,798","$417,341,288"
16,"Nov 12, 2008",2008,Slumdog Millionaire,Drama,Live Action,Contemporary Fiction,"$14,000,000","$141,330,703","$242,494,724","$383,825,427"
17,"Jun 13, 2008",2008,The Incredible Hulk,Adventure,Live Action,Super Hero,"$137,500,000","$134,806,913","$130,766,946","$265,573,859"
18,"Jun 27, 2008",2008,Wanted,Action,Live Action,Science Fiction,"$75,000,000","$134,508,551","$207,907,909","$342,416,460"
19,"Jun 20, 2008",2008,Get Smart,Comedy,Live Action,Contemporary Fiction,"$80,000,000","$130,319,208","$96,420,208","$226,739,416"
20,"Dec 25, 2008",2008,The Curious Case of Benjamin Button,Drama,Live Action,Historical Fiction,"$160,000,000","$127,509,326","$202,122,632","$329,631,958"
21,"Nov 26, 2008",2008,Four Christmases,Comedy,Live Action,Contemporary Fiction,"$80,000,000","$120,146,040","$48,165,518","$168,311,558"
22,"Nov 21, 2008",2008,Bolt,Adventure,Digital Animation,Kids Fiction,"$150,000,000","$114,053,579","$213,961,450","$328,015,029"
23,"Aug 13, 2008",2008,Tropic Thunder,Comedy,Live Action,Contemporary Fiction,"$90,000,000","$110,515,313","$80,629,943","$191,145,256"
24,"Dec 25, 2008",2008,Bedtime Stories,Adventure,Live Action,Fantasy,"$80,000,000","$110,101,975","$111,366,960","$221,468,935"
25,"Aug 1, 2008",2008,The Mummy: Tomb of the Dragon Emperor,Adventure,Live Action,Fantasy,"$175,000,000","$102,491,776","$303,268,449","$405,760,225"
26,"Jul 11, 2008",2008,Journey to the Center of the Earth,Adventure,Live Action,Science Fiction,"$45,000,000","$101,704,370","$141,476,567","$243,180,937"
27,"Sep 26, 2008",2008,Eagle Eye,Thriller/Suspense,Live Action,Contemporary Fiction,"$80,000,000","$101,440,743","$79,144,516","$180,585,259"
28,"Jul 25, 2008",2008,Step Brothers,Comedy,Live Action,Contemporary Fiction,"$65,000,000","$100,468,793","$27,638,849","$128,107,642"
29,"Jun 6, 2008",2008,You Don't Mess With the Zohan,Comedy,Live Action,Contemporary Fiction,"$90,000,000","$100,018,837","$102,892,154","$202,910,991"
30,"Dec 19, 2008",2008,Yes Man,Comedy,Live Action,Contemporary Fiction,"$50,000,000","$97,690,976","$128,300,000","$225,990,976"
31,"Mar 7, 2008",2008,"10,000 B.C.",Adventure,Live Action,Historical Fiction,"$105,000,000","$94,784,201","$174,281,477","$269,065,678"
32,"Oct 3, 2008",2008,Beverly Hills Chihuahua,Adventure,Live Action,Fantasy,"$20,000,000","$94,514,402","$59,703,766","$154,218,168"
33,"Oct 24, 2008",2008,High School Musical 3: Senior Year,Musical,Live Action,Contemporary Fiction,"$11,000,000","$90,559,416","$183,833,464","$274,392,880"
34,"Aug 6, 2008",2008,Pineapple Express,Comedy,Live Action,Contemporary Fiction,"$26,000,000","$87,341,380","$15,062,639","$102,404,019"
35,"Dec 25, 2008",2008,Valkyrie,Thriller/Suspense,Live Action,Dramatization,"$90,000,000","$83,107,829","$120,824,345","$203,932,174"
36,"Mar 28, 2008",2008,21,Thriller/Suspense,Live Action,Contemporary Fiction,"$35,000,000","$81,159,365","$78,687,064","$159,846,429"
37,"May 9, 2008",2008,What Happens in Vegas...,Romantic Comedy,Live Action,Contemporary Fiction,"$35,000,000","$80,277,646","$138,258,062","$218,535,708"
38,"Feb 14, 2008",2008,Jumper,Adventure,Live Action,Science Fiction,"$82,500,000","$80,172,128","$142,468,684","$222,640,812"
39,"Jan 18, 2008",2008,Cloverfield,Action,Live Action,Science Fiction,"$25,000,000","$80,048,433","$91,253,793","$171,302,226"
40,"Dec 12, 2008",2008,The Day the Earth Stood Still,Adventure,Live Action,Science Fiction,"$80,000,000","$79,366,978","$158,003,372","$237,370,350"
41,"Jan 18, 2008",2008,27 Dresses,Romantic Comedy,Live Action,Contemporary Fiction,"$30,000,000","$76,808,654","$83,439,151","$160,247,805"
