release_date,release_year,title,genre,production_method,creative_type,budget,domestic_gross,international_gross,worldwide_gross,release_month
2007-08-29,2007,Balls of Fury,Comedy,Live Action,Contemporary Fiction,0,32886940,8893086,41780026,August
2007-11-16,2007,Mr. Magorium's Wonder Emporium,Comedy,Live Action,Fantasy,0,32061555,36130088,68191643,November
2007-11-21,2007,August Rush,Drama,Live Action,Contemporary Fiction,25000000,31664162,32941600,64605762,November
2007-02-14,2007,Daddy's Little Girls,Romantic Comedy,Live Action,Contemporary Fiction,0,31366978,242265,31609243,February
2007-12-25,2007,The Great Debaters,Drama,Live Action,Dramatization,15000000,30226144,35149,30261293,December
2007-05-11,2007,28 Weeks Later,Horror,Live Action,Science Fiction,15000000,28638916,35593798,64232714,May
2007-10-12,2007,We Own the Night,Action,Live Action,Historical Fiction,28000000,28563179,26744678,55307857,October
2007-06-01,2007,Mr. Brooks,Thriller/Suspense,Live Action,Contemporary Fiction,0,28476219,17512793,45989012,June
2007-02-09,2007,Hannibal Rising,Thriller/Suspense,Live Action,Historical Fiction,50000000,27669725,52913586,80583311,February
2007-08-24,2007,The Nanny Diaries,Comedy,Live Action,Contemporary Fiction,0,25926673,20064522,45991195,August
2007-09-14,2007,Mr. Woodcock,Comedy,Live Action,Contemporary Fiction,0,25799486,7235759,33035245,September
2007-11-21,2007,The Mist,Horror,Live Action,Science Fiction,13000000,25593755,31595653,57189408,November
2007-06-15,2007,Nancy Drew,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,25584685,5119160,30703845,June
2007-04-05,2007,The Reaping,Horror,Live Action,Fantasy,40000000,25126214,37100000,62226214,April
2007-04-06,2007,Grindhouse,Multiple Genres,Live Action,Multiple Creative Types,53000000,25031037,25156752,50187789,April
2007-06-22,2007,Sicko,Documentary,Live Action,Factual,9000000,24538513,11997324,36535837,June
2007-09-14,2007,Across the Universe,Musical,Live Action,Historical Fiction,45000000,24343673,5023470,29367143,September
2007-04-13,2007,Perfect Stranger,Thriller/Suspense,Live Action,Contemporary Fiction,0,23760822,38765566,62526388,April
2007-10-05,2007,Sea Monsters: A Prehistoric Adventure,Documentary,Live Action,Factual,0,23746066,26982097,50728163,October
2008-07-18,2008,The Dark Knight,Action,Live Action,Super Hero,185000000,533720947,465004537,998725484,July
2008-05-02,2008,Iron Man,Adventure,Live Action,Super Hero,186000000,318604126,266567421,585171547,May
2008-05-22,2008,Indiana Jones and the Kingdom of the …,Adventure,Live Action,Historical Fiction,185000000,317101119,469534294,786635413,May
2008-07-01,2008,Hancock,Action,Live Action,Super Hero,150000000,227946274,396287998,624234272,July
2008-06-27,2008,WALL-E,Adventure,Digital Animation,Science Fiction,180000000,223808164,308699861,532508025,June
2008-06-06,2008,Kung Fu Panda,Adventure,Digital Animation,Kids Fiction,130000000,215434591,416475940,631910531,June
2008-11-21,2008,Twilight,Drama,Live Action,Fantasy,37000000,192769854,209508710,402278564,November
2008-11-07,2008,Madagascar: Escape 2 Africa,Adventure,Digital Animation,Kids Fiction,150000000,180174880,419505894,599680774,November
2008-11-14,2008,Quantum of Solace,Action,Live Action,Contemporary Fiction,230000000,169368427,422323651,591692078,November
2008-03-14,2008,Horton Hears a Who,Adventure,Digital Animation,Fantasy,85000000,154529439,144948447,299477886,March
2008-05-30,2008,Sex and the City,Comedy,Live Action,Contemporary Fiction,57500000,152647258,262600000,415247258,May
2008-12-12,2008,Gran Torino,Drama,Live Action,Contemporary Fiction,25000000,148095302,126447783,274543085,December
2008-07-18,2008,Mamma Mia!,Musical,Live Action,Contemporary Fiction,52000000,144130063,441725109,585855172,July
2008-12-25,2008,Marley & Me,Comedy,Live Action,Dramatization,60000000,143153751,104658260,247812011,December
2008-05-16,2008,The Chronicles of Narnia: Prince Caspian,Adventure,Animation/Live Action,Fantasy,225000000,141621490,275719798,417341288,May
2008-11-12,2008,Slumdog Millionaire,Drama,Live Action,Contemporary Fiction,14000000,141330703,242494724,383825427,November
2008-06-13,2008,The Incredible Hulk,Adventure,Live Action,Super Hero,137500000,134806913,130766946,265573859,June
2008-06-27,2008,Wanted,Action,Live Action,Science Fiction,75000000,134508551,207907909,342416460,June
2008-06-20,2008,Get Smart,Comedy,Live Action,Contemporary Fiction,80000000,130319208,96420208,226739416,June
2008-12-25,2008,The Curious Case of Benjamin Button,Drama,Live Action,Historical Fiction,160000000,127509326,202122632,329631958,December
2008-11-26,2008,Four Christmases,Comedy,Live Action,Contemporary Fiction,80000000,120146040,48165518,168311558,November
2008-11-21,2008,Bolt,Adventure,Digital Animation,Kids Fiction,150000000,114053579,213961450,328015029,November
2008-08-13,2008,Tropic Thunder,Comedy,Live Action,Contemporary Fiction,90000000,110515313,80629943,191145256,August
2008-12-25,2008,Bedtime Stories,Adventure,Live Action,Fantasy,80000000,110101975,111366960,221468935,December
2008-08-01,2008,The Mummy: Tomb of the Dragon Emperor,Adventure,Live Action,Fantasy,175000000,102491776,303268449,405760225,August
2008-07-11,2008,Journey to the Center of the Earth,Adventure,Live Action,Science Fiction,45000000,101704370,141476567,243180937,July
2008-09-26,2008,Eagle Eye,Thriller/Suspense,Live Action,Contemporary Fiction,80000000,101440743,79144516,180585259,September
2008-07-25,2008,Step Brothers,Comedy,Live Action,Contemporary Fiction,65000000,100468793,27638849,128107642,July
2008-06-06,2008,You Don't Mess With the Zohan,Comedy,Live Action,Contemporary Fiction,90000000,100018837,102892154,202910991,June
2008-12-19,2008,Yes Man,Comedy,Live Action,Contemporary Fiction,50000000,97690976,128300000,225990976,December
2008-03-07,2008,"10,000 B.C.",Adventure,Live Action,Historical Fiction,105000000,94784201,174281477,269065678,March
2008-10-03,2008,Beverly Hills Chihuahua,Adventure,Live Action,Fantasy,20000000,94514402,59703766,154218168,October
2008-10-24,2008,High School Musical 3: Senior Year,Musical,Live Action,Contemporary Fiction,11000000,90559416,183833464,274392880,October
2008-08-06,2008,Pineapple Express,Comedy,Live Action,Contemporary Fiction,26000000,87341380,15062639,102404019,August
2008-12-25,2008,Valkyrie,Thriller/Suspense,Live Action,Dramatization,90000000,83107829,120824345,203932174,December
2008-03-28,2008,21,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,81159365,78687064,159846429,March
2008-05-09,2008,What Happens in Vegas...,Romantic Comedy,Live Action,Contemporary Fiction,35000000,80277646,138258062,218535708,May
2008-02-14,2008,Jumper,Adventure,Live Action,Science Fiction,82500000,80172128,142468684,222640812,February
2008-01-18,2008,Cloverfield,Action,Live Action,Science Fiction,25000000,80048433,91253793,171302226,January
2008-12-12,2008,The Day the Earth Stood Still,Adventure,Live Action,Science Fiction,80000000,79366978,158003372,237370350,December
2008-01-18,2008,27 Dresses,Romantic Comedy,Live Action,Contemporary Fiction,30000000,76808654,83439151,160247805,January
2008-07-11,2008,Hellboy II: The Golden Army,Action,Live Action,Super Hero,82500000,75986503,84401560,160388063,July
2008-02-22,2008,Vantage Point,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,72266306,78620023,150886329,February
2008-02-14,2008,The Spiderwick Chronicles,Adventure,Live Action,Fantasy,92500000,71195053,91644614,162839667,February
2008-02-08,2008,Fool’s Gold,Adventure,Live Action,Contemporary Fiction,72500000,70231041,39131925,109362966,February
2008-12-19,2008,Seven Pounds,Drama,Live Action,Contemporary Fiction,54000000,69951824,96665504,166617328,December
2008-11-07,2008,Role Models,Comedy,Live Action,Contemporary Fiction,28000000,67300955,27199871,94500826,November
2008-02-01,2008,Hannah Montana and Miley Cyrus: Best …,Concert/Performance,Live Action,Factual,6500000,65281781,5430318,70712099,February
2008-06-13,2008,The Happening,Thriller/Suspense,Live Action,Science Fiction,60000000,64506874,98271510,162778384,June
2008-04-18,2008,Forgetting Sarah Marshall,Romantic Comedy,Live Action,Contemporary Fiction,30000000,63172463,42302847,105475310,April
2008-04-25,2008,Baby Mama,Comedy,Live Action,Contemporary Fiction,30000000,60494212,3676235,64170447,April
2008-09-12,2008,Burn After Reading,Black Comedy,Live Action,Contemporary Fiction,37000000,60355347,107812451,168167798,September
2008-02-14,2008,Step Up 2 the Streets,Drama,Live Action,Contemporary Fiction,17500000,58017783,90569127,148586910,February
2008-10-24,2008,Saw V,Horror,Live Action,Contemporary Fiction,10800000,56746769,61463009,118209778,October
2008-05-30,2008,The Strangers,Thriller/Suspense,Live Action,Contemporary Fiction,9000000,52597610,30454066,83051676,May
2008-04-18,2008,The Forbidden Kingdom,Action,Live Action,Fantasy,55000000,52075270,77000000,129075270,April
2008-12-19,2008,The Tale of Despereaux,Adventure,Digital Animation,Kids Fiction,60000000,50877145,39605172,90482317,December
2008-11-26,2008,Australia,Drama,Live Action,Historical Fiction,130000000,49554002,165526808,215080810,November
2008-08-22,2008,The House Bunny,Comedy,Live Action,Contemporary Fiction,25000000,48237389,23153212,71390601,August
2008-04-04,2008,Nim's Island,Adventure,Live Action,Fantasy,37000000,48006762,53850663,101857425,April
2008-05-02,2008,Made of Honor,Romantic Comedy,Live Action,Contemporary Fiction,40000000,46012734,60536004,106548738,May
2008-03-07,2008,College Road Trip,Adventure,Live Action,Contemporary Fiction,0,45610425,5263498,50873923,March
2008-08-06,2008,The Sisterhood of the Traveling Pants 2,Adventure,Live Action,Contemporary Fiction,27000000,44089964,180167,44270131,August
2008-05-09,2008,Speed Racer,Action,Live Action,Science Fiction,120000000,43945766,49448696,93394462,May
2008-04-11,2008,Prom Night,Horror,Live Action,Contemporary Fiction,18000000,43869350,13324305,57193655,April
2008-01-25,2008,Rambo,Action,Live Action,Contemporary Fiction,47500000,42754105,70490185,113244290,January
2008-02-08,2008,Welcome Home Roscoe Jenkins,Comedy,Live Action,Contemporary Fiction,27500000,42436517,1171110,43607627,February
2008-03-21,2008,Meet the Browns,Comedy,Live Action,Contemporary Fiction,20000000,41975388,0,41975388,March
2008-09-26,2008,Nights in Rodanthe,Drama,Live Action,Contemporary Fiction,0,41850659,37500000,79350659,September
2008-10-17,2008,Max Payne,Action,Live Action,Contemporary Fiction,35000000,40689393,47085657,87775050,October
2008-09-12,2008,Righteous Kill,Thriller/Suspense,Live Action,Contemporary Fiction,60000000,40081410,38400000,78481410,September
2008-10-10,2008,Body of Lies,Thriller/Suspense,Live Action,Contemporary Fiction,67500000,39394666,79161864,118556530,October
2008-09-19,2008,Lakeview Terrace,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,39263506,5557793,44821299,September
2008-01-25,2008,Meet the Spartans,Comedy,Live Action,Historical Fiction,30000000,38233676,46413155,84646831,January
2008-04-25,2008,Harold & Kumar Escape from Guantanamo…,Comedy,Live Action,Contemporary Fiction,12000000,38108728,5244389,43353117,April
2008-01-11,2008,First Sunday,Comedy,Live Action,Contemporary Fiction,0,37931869,878729,38810598,January
2008-10-17,2008,The Secret Life of Bees,Drama,Live Action,Historical Fiction,11000000,37780486,2213861,39994347,October
2008-09-12,2008,The Family That Preys,Comedy,Live Action,Contemporary Fiction,0,37105289,0,37105289,September
2008-08-22,2008,Death Race,Action,Live Action,Science Fiction,65000000,36316032,36200787,72516819,August
2008-10-24,2008,Changeling,Thriller/Suspense,Live Action,Contemporary Fiction,55000000,35739802,78065778,113805580,October
2008-08-15,2008,Star Wars: The Clone Wars,Adventure,Digital Animation,Science Fiction,8500000,35161554,33533889,68695443,August
2008-12-10,2008,The Reader,Drama,Live Action,Contemporary Fiction,32500000,34194407,78770468,112964875,December
2008-02-29,2008,Semi-Pro,Comedy,Live Action,Historical Fiction,55000000,33479698,10500665,43980363,February
2008-09-26,2008,Fireproof,Drama,Live Action,Contemporary Fiction,500000,33456317,16980,33473297,September
2008-12-12,2008,Doubt,Drama,Live Action,Historical Fiction,20000000,33446470,19744631,53191101,December
2008-03-21,2008,Drillbit Taylor,Comedy,Live Action,Contemporary Fiction,40000000,32862104,16824159,49686263,March
2008-02-14,2008,"Definitely, Maybe",Romantic Comedy,Live Action,Contemporary Fiction,7000000,32241649,23376217,55617866,February
2008-06-20,2008,The Love Guru,Comedy,Live Action,Contemporary Fiction,62000000,32235793,7923224,40159017,June
2008-11-26,2008,Milk,Drama,Live Action,Dramatization,20000000,31841299,25452072,57293371,November
2008-11-26,2008,Transporter 3,Action,Live Action,Contemporary Fiction,40000000,31715062,81215895,112930957,November
2008-10-10,2008,Quarantine,Horror,Live Action,Contemporary Fiction,12000000,31691811,10232963,41924774,October
2008-10-03,2008,Nick and Norah's Infinite Playlist,Drama,Live Action,Contemporary Fiction,10000000,31487293,2398724,33886017,October
2008-10-31,2008,Zack and Miri Make a Porno,Comedy,Live Action,Contemporary Fiction,24000000,31457946,5398360,36856306,October
2008-02-01,2008,The Eye,Horror,Live Action,Fantasy,12000000,31418697,26159068,57577765,February
2008-04-04,2008,Leatherheads,Romantic Comedy,Live Action,Historical Fiction,58000000,31373938,9974690,41348628,April
2008-08-15,2008,Mirrors,Horror,Live Action,Contemporary Fiction,35000000,30691439,46529157,77220596,August
2008-07-18,2008,Space Chimps,Adventure,Digital Animation,Kids Fiction,37000000,30105968,36923988,67029956,July
2008-03-07,2008,The Bank Job,Thriller/Suspense,Live Action,Dramatization,20000000,30060660,36082345,66143005,March
2008-01-25,2008,Untraceable,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,28687835,23962116,52649951,January
2008-09-12,2008,The Women,Comedy,Live Action,Contemporary Fiction,16000000,26902075,23201733,50103808,September
2009-12-18,2009,Avatar,Action,Animation/Live Action,Science Fiction,237000000,785221649,2138484377,2923706026,December
2009-06-24,2009,Transformers: Revenge of the Fallen,Action,Animation/Live Action,Science Fiction,210000000,402111870,434407829,836519699,June
2009-07-15,2009,Harry Potter and the Half-Blood Prince,Adventure,Animation/Live Action,Fantasy,250000000,302089278,627321791,929411069,July
2009-11-20,2009,The Twilight Saga: New Moon,Drama,Live Action,Fantasy,50000000,296623634,390934093,687557727,November
2009-05-29,2009,Up,Adventure,Digital Animation,Contemporary Fiction,175000000,293004164,438459213,731463377,May
2009-06-05,2009,The Hangover,Comedy,Live Action,Contemporary Fiction,35000000,277322503,188165080,465487583,June
2009-05-08,2009,Star Trek,Adventure,Live Action,Science Fiction,140000000,257730019,129109595,386839614,May
2009-11-20,2009,The Blind Side,Drama,Live Action,Dramatization,35000000,255959475,49746319,305705794,November
2009-12-23,2009,Alvin and the Chipmunks: The Squeakquel,Adventure,Animation/Live Action,Kids Fiction,70000000,219614612,223868601,443483213,December
2009-12-25,2009,Sherlock Holmes,Adventure,Live Action,Historical Fiction,90000000,209028679,289409533,498438212,December
2009-03-27,2009,Monsters vs. Aliens,Adventure,Digital Animation,Kids Fiction,175000000,198351526,183335854,381687380,March
2009-07-01,2009,Ice Age: Dawn of the Dinosaurs,Adventure,Digital Animation,Kids Fiction,90000000,196573705,690113112,886686817,July
2009-05-01,2009,X-Men Origins: Wolverine,Action,Live Action,Super Hero,150000000,179883157,194942603,374825760,May
2009-05-22,2009,Night at the Museum: Battle of the Sm…,Adventure,Live Action,Fantasy,150000000,177243721,224987342,402231063,May
2009-11-13,2009,2012,Action,Live Action,Science Fiction,200000000,166112167,591565581,757677748,November
2009-06-19,2009,The Proposal,Romantic Comedy,Live Action,Contemporary Fiction,40000000,163958031,150751686,314709717,June
2009-04-03,2009,Fast & Furious,Action,Live Action,Contemporary Fiction,85000000,155064265,204283568,359347833,April
